,document_id,last,first,state_dst,year,filing_date
0,20017470,Allen,Richard W.,GA12,2020,2020-10-06
1,20017201,Banks,James E.,IN03,2020,2020-08-17
2,20017133,Banks,James E.,IN03,2020,2020-08-12
3,20016985,Allen,Richard W.,GA12,2020,2020-07-20
4,20017843,Banks,James E.,IN03,2020,2020-12-17
5,20016417,Amash,Justin,MI03,2020,2020-04-15
6,20017164,Allen,Richard W.,GA12,2020,2020-08-18
7,20016981,Banks,James E.,IN03,2020,2020-07-20
8,20017471,Banks,James E.,IN03,2020,2020-10-06
9,20017359,Banks,James E.,IN03,2020,2020-09-15
10,20016587,Beyer,Donald Sternoff,VA08,2020,2020-05-12
11,20016885,Beyer,Donald Sternoff,VA08,2020,2020-07-03
12,20016371,Beyer,Donald Sternoff,VA08,2020,2020-04-07
13,20017313,Beyer,Donald Sternoff,VA08,2020,2020-09-06
14,20017435,Beyer,Donald Sternoff,VA08,2020,2020-10-01
15,20016101,Beyer,Donald Sternoff,VA08,2020,2020-02-22
16,20013832,Beyer,Donald Sternoff,VA08,2020,2020-01-02
17,20016572,Beyer,Donald Sternoff,VA08,2020,2020-05-09
18,20017058,Beyer,Donald Sternoff,VA08,2020,2020-08-09
19,20016099,Beyer,Donald Sternoff,VA08,2020,2020-02-22
20,20016125,Blumenauer,Earl,OR03,2020,2020-02-27
21,20017648,Beyer,Donald Sternoff,VA08,2020,2020-11-05
22,20016686,Beyer,Donald Sternoff,VA08,2020,2020-05-31
23,20016784,Blumenauer,Earl,OR03,2020,2020-06-15
24,20016588,Blumenauer,Earl,OR03,2020,2020-05-20
25,20016707,Blumenauer,Earl,OR03,2020,2020-06-03
26,20016979,Blumenauer,Earl,OR03,2020,2020-07-17
27,20017242,Blumenauer,Earl,OR03,2020,2020-08-24
28,20013901,Blumenauer,Earl,OR03,2020,2020-01-10
29,20017141,Blumenauer,Earl,OR03,2020,2020-08-10
30,20016347,Blumenauer,Earl,OR03,2020,2020-04-16
31,20017489,Blumenauer,Earl,OR03,2020,2020-10-07
32,20017336,Blumenauer,Earl,OR03,2020,2020-09-10
33,20017631,Blumenauer,Earl,OR03,2020,2020-11-03
34,20017821,Blumenauer,Earl,OR03,2020,2020-12-07
35,20017748,Beyer,Donald Sternoff,VA08,2020,2020-12-01
36,20017659,Brooks,Mo,AL05,2020,2020-11-08
37,20016939,Brooks,Mo,AL05,2020,2020-07-11
38,20016653,Brooks,Mo,AL05,2020,2020-05-22
39,20016288,Brooks,Mo,AL05,2020,2020-03-24
40,20016088,Brooks,Susan W.,IN05,2020,2020-02-27
41,20016445,Brooks,Susan W.,IN05,2020,2020-04-27
42,20014938,Brooks,Mo,AL05,2020,2020-01-20
43,20016326,Buchanan,Vern,FL16,2020,2020-03-31
44,20016116,Burchett,Tim,TN02,2020,2020-02-26
45,20016069,Buchanan,Vern,FL16,2020,2020-02-17
46,20016651,Buchanan,Vern,FL16,2020,2020-05-22
47,20017118,Buchanan,Vern,FL16,2020,2020-08-07
48,20016614,Bustos,Cheri,IL17,2020,2020-05-19
49,20016752,Carter,Earl Leroy,GA01,2020,2020-06-11
50,20016150,Bustos,Cheri,IL17,2020,2020-03-07
51,20013869,Castor,Kathy,FL14,2020,2020-01-08
52,20017327,Carter,Earl Leroy,GA01,2020,2020-09-09
53,20017188,Carter,Earl Leroy,GA01,2020,2020-08-13
54,20016456,Castor,Kathy,FL14,2020,2020-04-22
55,20016355,Castor,Kathy,FL14,2020,2020-04-03
56,20016973,Castor,Kathy,FL14,2020,2020-07-16
57,20017104,Castor,Kathy,FL14,2020,2020-08-06
58,20016569,Castor,Kathy,FL14,2020,2020-05-20
59,20017786,Castor,Kathy,FL14,2020,2020-12-02
60,20017492,Castor,Kathy,FL14,2020,2020-10-08
61,20017944,Chu,Judy,CA27,2020,2020-12-30
62,20015011,Cisneros,Gilbert,CA39,2020,2020-02-18
63,20016758,Cisneros,Gilbert,CA39,2020,2020-06-16
64,20016915,Cisneros,Gilbert,CA39,2020,2020-07-17
65,20017355,Cisneros,Gilbert,CA39,2020,2020-09-14
66,20013867,Cisneros,Gilbert,CA39,2020,2020-01-10
67,20017505,Cisneros,Gilbert,CA39,2020,2020-10-14
68,20016182,Cisneros,Gilbert,CA39,2020,2020-03-10
69,20017157,Cisneros,Gilbert,CA39,2020,2020-08-19
70,20015009,Clark,Katherine M.,MA05,2020,2020-02-04
71,20016438,Clark,Katherine M.,MA05,2020,2020-04-20
72,20017449,Clark,Katherine M.,MA05,2020,2020-09-30
73,20017166,Clark,Katherine M.,MA05,2020,2020-08-12
74,20017628,Clark,Katherine M.,MA05,2020,2020-11-03
75,20017632,Cisneros,Gilbert,CA39,2020,2020-11-05
76,20016567,Cisneros,Gilbert,CA39,2020,2020-05-13
77,20016678,Clark,Katherine M.,MA05,2020,2020-05-29
78,20017829,Clark,Katherine M.,MA05,2020,2020-12-09
79,20017860,Cisneros,Gilbert,CA39,2020,2020-12-15
80,20016655,Cohen,Steve,TN09,2020,2020-05-22
81,20016657,Cohen,Steve,TN09,2020,2020-05-22
82,20016656,Cohen,Steve,TN09,2020,2020-05-22
83,20016812,Cohen,Steve,TN09,2020,2020-06-18
84,20017790,Clark,Katherine M.,MA05,2020,2020-12-03
85,20016457,Cohen,Steve,TN09,2020,2020-04-22
86,20017245,Comer,James,KY01,2020,2020-08-24
87,20015025,Conaway,K. Michael,TX11,2020,2020-02-07
88,20017880,Comer,James,KY01,2020,2020-12-18
89,20014994,Conaway,K. Michael,TX11,2020,2020-02-07
90,20017924,Clark,Katherine M.,MA05,2020,2020-12-28
91,20016520,Conaway,K. Michael,TX11,2020,2020-05-04
92,20017070,Conaway,K. Michael,TX11,2020,2020-09-04
93,20016929,Conaway,K. Michael,TX11,2020,2020-07-10
94,20017309,Conaway,K. Michael,TX11,2020,2020-09-08
95,20016799,Connolly,Gerald E.,VA11,2020,2020-06-18
96,20017831,Conaway,K. Michael,TX11,2020,2020-12-15
97,20016402,Cisneros,Gilbert,CA39,2020,2020-04-16
98,20014965,Connolly,Gerald E.,VA11,2020,2020-01-29
99,20017629,Connolly,Gerald E.,VA11,2020,2020-11-03
100,20016346,Conaway,K. Michael,TX11,2020,2020-04-06
101,20016811,Connolly,Gerald E.,VA11,2020,2020-07-26
102,20017403,Cox,TJ John (Tj),CA21,2020,2020-09-22
103,20016532,Curtis,John,UT03,2020,2020-05-04
104,20016416,Curtis,John,UT03,2020,2020-04-20
105,20017685,Courtney,Joe,CT02,2020,2020-11-16
106,20016613,Curtis,John,UT03,2020,2020-05-18
107,20016693,Curtis,John,UT03,2020,2020-06-16
108,20016872,Curtis,John,UT03,2020,2020-07-01
109,20017600,Courtney,Joe,CT02,2020,2020-11-06
110,20017225,Curtis,John,UT03,2020,2020-08-25
111,20017519,Curtis,John,UT03,2020,2020-10-16
112,20016579,Davis,Susan A.,CA53,2020,2020-05-14
113,20017036,Courtney,Joe,CT02,2020,2020-07-29
114,20017260,Courtney,Joe,CT02,2020,2020-08-27
115,20016363,Davis,Susan A.,CA53,2020,2020-04-16
116,20016106,Davis,Susan A.,CA53,2020,2020-03-13
117,20017575,Davis,Susan A.,CA53,2020,2020-10-29
118,20016299,Curtis,John,UT03,2020,2020-04-09
119,20017741,Davis,Susan A.,CA53,2020,2020-11-30
120,20013841,DelBene,Suzan K.,WA01,2020,2020-01-15
121,20014990,DelBene,Suzan K.,WA01,2020,2020-02-14
122,20016165,DelBene,Suzan K.,WA01,2020,2020-03-15
123,20016710,DelBene,Suzan K.,WA01,2020,2020-06-14
124,20016546,DelBene,Suzan K.,WA01,2020,2020-05-16
125,20016353,DelBene,Suzan K.,WA01,2020,2020-04-14
126,20016890,DelBene,Suzan K.,WA01,2020,2020-07-15
127,20017080,DelBene,Suzan K.,WA01,2020,2020-08-10
128,20017285,DelBene,Suzan K.,WA01,2020,2020-09-14
129,20013817,Dingell,Debbie,MI12,2020,2020-01-13
130,20017771,DelBene,Suzan K.,WA01,2020,2020-12-10
131,20017625,DelBene,Suzan K.,WA01,2020,2020-11-09
132,20017265,Dingell,Debbie,MI12,2020,2020-09-02
133,20016401,Dingell,Debbie,MI12,2020,2020-04-16
134,20017750,Dingell,Debbie,MI12,2020,2020-12-01
135,20017566,Dingell,Debbie,MI12,2020,2020-10-24
136,20016383,Doggett,Lloyd,TX35,2020,2020-04-09
137,20016163,Doggett,Lloyd,TX35,2020,2020-03-04
138,20013886,Doggett,Lloyd,TX35,2020,2020-01-10
139,20017091,Doggett,Lloyd,TX35,2020,2020-08-05
140,20017318,Doggett,Lloyd,TX35,2020,2020-09-08
141,20016706,Doggett,Lloyd,TX35,2020,2020-06-03
142,20016889,Doggett,Lloyd,TX35,2020,2020-07-06
143,20017540,Doggett,Lloyd,TX35,2020,2020-10-16
144,20017652,Doggett,Lloyd,TX35,2020,2020-11-06
145,20016504,Dunn,"Neal Patrick MD, Facs",FL02,2020,2020-05-01
146,20017815,Doggett,Lloyd,TX35,2020,2020-12-07
147,20014974,Dunn,"Neal Patrick MD, Facs",FL02,2020,2020-01-30
148,20014934,Dunn,"Neal Patrick MD, Facs",FL02,2020,2020-01-20
149,20016121,Dunn,"Neal Patrick MD, Facs",FL02,2020,2020-03-19
150,20016943,Dunn,"Neal Patrick MD, FACS",FL02,2020,2020-07-18
151,20017498,"Dunn MD, FACS",Neal Patrick,FL02,2020,2020-11-05
152,20016690,Dunn,"Neal Patrick MD, Facs",FL02,2020,2020-06-23
153,20017240,"Dunn MD, FACS",Neal Patrick,FL02,2020,2020-09-09
154,20016992,Evans,Dwight,PA03,2020,2020-07-20
155,20017740,"Dunn MD, FACS",Neal Patrick,FL02,2020,2020-12-23
156,20017404,Evans,Dwight,PA03,2020,2020-09-21
157,20016466,Evans,Dwight,PA03,2020,2020-04-23
158,20017791,Evans,Dwight,PA03,2020,2020-12-03
159,20013885,Flores,Bill,TX17,2020,2020-01-09
160,20013849,Foxx,Virginia,NC05,2020,2020-01-06
161,20014989,Foxx,Virginia,NC05,2020,2020-02-03
162,20016869,Foxx,Virginia,NC05,2020,2020-07-08
163,20016533,Foxx,Virginia,NC05,2020,2020-05-04
164,20016147,Foxx,Virginia,NC05,2020,2020-03-03
165,20016334,Foxx,Virginia,NC05,2020,2020-04-01
166,20016695,Foxx,Virginia,NC05,2020,2020-06-06
167,20017289,Foxx,Virginia,NC05,2020,2020-09-04
168,20017127,Foxx,Virginia,NC05,2020,2020-08-10
169,20017465,Foxx,Virginia,NC05,2020,2020-10-05
170,20017642,Foxx,Virginia,NC05,2020,2020-11-06
171,20017785,Foxx,Virginia,NC05,2020,2020-12-02
172,20016100,Frankel,Lois,FL21,2020,2020-02-24
173,20014949,Frankel,Lois,FL21,2020,2020-01-23
174,20016444,Frankel,Lois,FL21,2020,2020-04-27
175,20016661,Frankel,Lois,FL21,2020,2020-05-28
176,20016258,Frankel,Lois,FL21,2020,2020-03-23
177,20017216,Frankel,Lois,FL21,2020,2020-08-24
178,20017402,Frankel,Lois,FL21,2020,2020-09-29
179,20017016,Frankel,Lois,FL21,2020,2020-07-24
180,20016827,Frankel,Lois,FL21,2020,2020-06-28
181,20017556,Frankel,Lois,FL21,2020,2020-10-22
182,20013884,Gallagher,Michael John,WI08,2020,2020-01-14
183,20013811,Gaetz,Matt,FL01,2020,2020-01-03
184,20017911,Frankel,Lois,FL21,2020,2020-12-28
185,20017716,Frankel,Lois,FL21,2020,2020-11-24
186,20016805,Garcia,Michael,CA25,2020,2020-06-17
187,20017894,Garcia,Michael,CA25,2020,2020-12-21
188,20017779,Garcia,Michael,CA25,2020,2020-12-02
189,20017738,Garcia,Michael,CA25,2020,2020-11-23
190,20015036,Gallagher,Michael John,WI08,2020,2020-02-08
191,20015005,Gianforte,Greg,MT00,2020,2020-02-05
192,20015023,Gianforte,Greg,MT00,2020,2020-02-07
193,20016073,Gianforte,Greg,MT00,2020,2020-02-18
194,20015064,Gianforte,Greg,MT00,2020,2020-02-14
195,20016104,Gianforte,Greg,MT00,2020,2020-03-09
196,20016265,Gianforte,Greg,MT00,2020,2020-03-18
197,20016583,Gianforte,Greg,MT00,2020,2020-05-12
198,20016459,Gianforte,Greg,MT00,2020,2020-04-23
199,20016565,Gianforte,Greg,MT00,2020,2020-05-07
200,20016675,Gianforte,Greg,MT00,2020,2020-05-29
201,20016403,Gianforte,Greg,MT00,2020,2020-04-14
202,20016834,Gianforte,Greg,MT00,2020,2020-06-25
203,20015054,Gianforte,Greg,MT00,2020,2020-02-14
204,20016854,Gianforte,Greg,MT00,2020,2020-07-01
205,20017029,Gianforte,Greg,MT00,2020,2020-07-27
206,20016905,Gianforte,Greg,MT00,2020,2020-07-07
207,20016986,Gianforte,Greg,MT00,2020,2020-07-20
208,20017068,Gianforte,Greg,MT00,2020,2020-08-03
209,20017555,Gianforte,Greg,MT00,2020,2020-10-19
210,20017284,Gianforte,Greg,MT00,2020,2020-09-02
211,20017587,Gianforte,Greg,MT00,2020,2020-10-28
212,20017373,Gianforte,Greg,MT00,2020,2020-09-15
213,20017218,Gianforte,Greg,MT00,2020,2020-08-18
214,20017789,Gianforte,Greg,MT00,2020,2020-12-03
215,20017668,Gianforte,Greg,MT00,2020,2020-11-09
216,20017928,Gianforte,Greg,MT00,2020,2020-12-29
217,20014982,Gibbs,Bob,OH07,2020,2020-02-01
218,20017077,Gibbs,Bob,OH07,2020,2020-08-04
219,20013862,Gibbs,Bob,OH07,2020,2020-01-06
220,20013906,Gibbs,Bob,OH07,2020,2020-01-13
221,20016722,Gibbs,Bob,OH07,2020,2020-06-05
222,20017247,Gibbs,Bob,OH07,2020,2020-08-25
223,20016366,Gianforte,Greg,MT00,2020,2020-04-07
224,20017330,Gibbs,Bob,OH07,2020,2020-09-09
225,20017905,Gianforte,Greg,MT00,2020,2020-12-23
226,20017734,Gibbs,Bob,OH07,2020,2020-11-22
227,20017910,Gibbs,Bob,OH07,2020,2020-12-24
228,20017441,Gibbs,Bob,OH07,2020,2020-09-28
229,20017428,Gonzalez,Anthony E.,OH16,2020,2020-09-24
230,20013859,Gottheimer,Josh,NJ05,2020,2020-01-06
231,20015007,Gottheimer,Josh,NJ05,2020,2020-02-10
232,20017128,Gottheimer,Josh,NJ05,2020,2020-08-10
233,20016556,Gottheimer,Josh,NJ05,2020,2020-05-13
234,20017780,Gianforte,Greg,MT00,2020,2020-12-02
235,20016732,Gottheimer,Josh,NJ05,2020,2020-06-10
236,20016181,Gottheimer,Josh,NJ05,2020,2020-03-16
237,20017335,Gottheimer,Josh,NJ05,2020,2020-09-20
238,20016856,Graves,Garret,LA06,2020,2020-06-29
239,20016893,Gottheimer,Josh,NJ05,2020,2020-07-09
240,20017634,Gottheimer,Josh,NJ05,2020,2020-11-05
241,20017388,Green,Mark,TN07,2020,2020-09-20
242,20017203,Green,Mark,TN07,2020,2020-08-18
243,20017413,Green,Mark,TN07,2020,2020-10-09
244,20016957,Green,Mark,TN07,2020,2020-07-18
245,20017476,Gottheimer,Josh,NJ05,2020,2020-10-13
246,20017031,Green,Mark,TN07,2020,2020-08-12
247,20017827,Gottheimer,Josh,NJ05,2020,2020-12-09
248,20016874,Green,Mark,TN07,2020,2020-07-06
249,20017223,Green,Mark,TN07,2020,2020-09-16
250,20016360,Guest,Michael Patrick,MS03,2020,2020-04-03
251,20017816,Green,Mark,TN07,2020,2020-12-12
252,20017703,Green,Mark,TN07,2020,2020-11-17
253,20015066,Hern,Kevin,OK01,2020,2020-02-15
254,20013916,Hern,Kevin,OK01,2020,2020-01-14
255,20017736,Green,Mark,TN07,2020,2020-12-02
256,20017507,Green,Mark,TN07,2020,2020-10-29
257,20016254,Hern,Kevin,OK01,2020,2020-03-17
258,20016796,Hern,Kevin,OK01,2020,2020-06-16
259,20016419,Hern,Kevin,OK01,2020,2020-04-16
260,20016983,Hern,Kevin,OK01,2020,2020-07-20
261,20017380,Hern,Kevin,OK01,2020,2020-09-15
262,20017527,Hern,Kevin,OK01,2020,2020-10-15
263,20016607,Hern,Kevin,OK01,2020,2020-05-15
264,20017687,Hern,Kevin,OK01,2020,2020-11-14
265,20017853,Hern,Kevin,OK01,2020,2020-12-14
266,20017855,Hill,James French,AR02,2020,2020-12-30
267,20017192,Hern,Kevin,OK01,2020,2020-08-15
268,20017915,Jeffries,Hakeem S.,NY08,2020,2020-12-26
269,20017620,Jacobs,Christopher L.,NY27,2020,2020-11-06
270,20014973,Joyce,David P.,OH14,2020,2020-07-30
271,20016742,Kinzinger,Adam,IL16,2020,2020-06-10
272,20016743,Kinzinger,Adam,IL16,2020,2020-06-10
273,20017861,Krishnamoorthi,S. Raja,IL08,2020,2020-12-16
274,20017001,Kinzinger,Adam,IL16,2020,2020-07-21
275,20016564,Kinzinger,Adam,IL16,2020,2020-05-07
276,20016548,Langevin,James R.,RI02,2020,2020-05-05
277,20016320,Langevin,James R.,RI02,2020,2020-03-30
278,20017238,Langevin,James R.,RI02,2020,2020-08-24
279,20016547,Langevin,James R.,RI02,2020,2020-05-05
280,20016705,Langevin,James R.,RI02,2020,2020-06-03
281,20014978,Langevin,James R.,RI02,2020,2020-01-31
282,20017186,Langevin,James R.,RI02,2020,2020-08-18
283,20016934,Langevin,James R.,RI02,2020,2020-07-23
284,20016151,Langevin,James R.,RI02,2020,2020-03-03
285,20017387,Langevin,James R.,RI02,2020,2020-09-17
286,20017615,Langevin,James R.,RI02,2020,2020-11-02
287,20016256,Latta,Robert E.,OH05,2020,2020-03-17
288,20017266,Langevin,James R.,RI02,2020,2020-08-31
289,20017626,Langevin,James R.,RI02,2020,2020-11-17
290,20017595,Langevin,James R.,RI02,2020,2020-10-30
291,20015037,Lee,Susie,NV03,2020,2020-02-25
292,20013919,Larson,John B.,CT01,2020,2020-01-31
293,20017160,Lee,Susie,NV03,2020,2020-09-03
294,20017502,Lee,Susie,NV03,2020,2020-10-24
295,20016193,Lee,Susie,NV03,2020,2020-04-28
296,20016162,Lofgren,Zoe,CA19,2020,2020-03-10
297,20016887,Lee,Susie,NV03,2020,2020-07-10
